definition_kind,definition_id,definition_name,prerequisite_status,effect_coverage,automation_level,needs_review,source_id,source_page
ability,fluffy,Fluffy,none,manual,manual_text,False,sumo,2
ability,fluffy-charge,Fluffy Charge,none,manual,manual_text,False,core,317
ability,flutter,Flutter,none,manual,manual_text,False,core,318
ability,flying-fly-trap,Flying Fly Trap,none,manual,manual_text,False,core,318
ability,focus,Focus,none,manual,manual_text,False,core,318
ability,forecast,Forecast,none,manual,manual_text,False,core,318
ability,forest-lord,Forest Lord,none,manual,manual_text,False,core,318
ability,forewarn,Forewarn,none,manual,manual_text,False,core,318
ability,fox-fire,Fox Fire,none,manual,manual_text,False,feb2016,5
ability,freezing-point,Freezing Point,none,manual,manual_text,False,core,318
ability,friend-guard,Friend Guard,none,manual,manual_text,False,core,318
ability,frighten,Frighten,none,full,machine_ready,False,core,318
ability,frisk,Frisk,none,manual,manual_text,False,sumo,6
ability,frostbite,Frostbite,none,manual,manual_text,False,core,319
ability,full-guard,Full Guard,none,manual,manual_text,False,feb2016,12
ability,full-metal-body,Full Metal Body,none,manual,manual_text,False,sumo,2
ability,fur-coat,Fur Coat,none,manual,manual_text,False,core,319
ability,gale-wings,Gale Wings,none,manual,manual_text,False,sumo,6
ability,galvanize,Galvanize,none,manual,manual_text,False,sumo,2
ability,gardener,Gardener,none,manual,manual_text,False,core,319
ability,gentle-vibe,Gentle Vibe,none,manual,manual_text,False,core,319
ability,giver,Giver,none,manual,manual_text,False,feb2016,12
ability,glisten,Glisten,none,partial,hybrid,False,sumo,2
ability,gluttony,Gluttony,none,manual,manual_text,False,feb2016,5
ability,gooey,Gooey,none,manual,manual_text,False,core,319
ability,gore,Gore,none,manual,manual_text,False,feb2016,5
ability,gorilla-tactics,Gorilla Tactics,none,partial,hybrid,False,new,1
ability,grass-pelt,Grass Pelt,none,manual,hybrid,False,feb2016,5
ability,grassy-surge,Grassy Surge,none,manual,manual_text,False,sumo,2
ability,gulp,Gulp,none,manual,manual_text,False,core,319
ability,gulp-missile,Gulp Missile,none,manual,hybrid,False,new,1
ability,guts,Guts,none,partial,hybrid,False,core,319
ability,handyman,Handyman,none,manual,manual_text,False,sumo,3
ability,harvest,Harvest,none,manual,manual_text,False,core,319
ability,haunt,Haunt,none,manual,manual_text,False,core,319
ability,hay-fever,Hay Fever,none,manual,manual_text,False,core,319
ability,healer,Healer,none,manual,manual_text,False,core,319
ability,heat-mirage,Heat Mirage,none,manual,manual_text,False,core,320
ability,heatproof,Heatproof,none,manual,manual_text,False,feb2016,5
ability,heavy-metal,Heavy Metal,none,manual,manual_text,False,feb2016,5
ability,heliovolt,Heliovolt,none,manual,manual_text,False,feb2016,12
ability,helper,Helper,none,manual,manual_text,True,edit,
ability,honey-paws,Honey Paws,none,manual,manual_text,False,feb2016,5
ability,honey-thief,Honey Thief,none,manual,manual_text,False,core,320
ability,horde-break,Horde Break,none,manual,manual_text,False,sumo,3
ability,huge-power,Huge Power,none,manual,manual_text,False,core,320
ability,huge-power-pure-power,Huge Power / Pure Power,none,manual,manual_text,False,feb2016,5
ability,hunger-switch,Hunger Switch,none,partial,hybrid,False,new,1
ability,hustle,Hustle,none,manual,manual_text,False,feb2016,5
ability,hydration,Hydration,none,manual,manual_text,False,feb2016,6
ability,hyper-cutter,Hyper Cutter,none,manual,manual_text,False,core,320
ability,hypnotic,Hypnotic,none,manual,manual_text,False,core,320
ability,ice-body,Ice Body,none,manual,manual_text,False,feb2016,6
ability,ice-face,Ice Face,none,manual,manual_text,False,new,1
ability,ice-scales,Ice Scales,none,manual,manual_text,False,new,1
ability,ice-shield,Ice Shield,none,manual,manual_text,False,core,320
ability,ignition-boost,Ignition Boost,none,manual,manual_text,False,core,320
ability,illuminate,Illuminate,none,manual,manual_text,False,core,320
ability,illusion,Illusion,none,manual,manual_text,False,core,321
ability,immunity,Immunity,none,manual,manual_text,False,core,321
ability,imposter,Imposter,none,manual,manual_text,False,feb2016,6
ability,infiltrator,Infiltrator,none,full,machine_ready,False,core,321
ability,innards-out,Innards Out,none,manual,manual_text,False,sumo,3
ability,inner-focus,Inner Focus,none,manual,manual_text,False,feb2016,6
ability,insomnia,Insomnia,none,manual,manual_text,False,core,321
ability,instinct,Instinct,none,manual,manual_text,False,core,321
ability,interference,Interference,none,manual,manual_text,False,feb2016,6
ability,intimidate,Intimidate,none,partial,hybrid,False,feb2016,6
ability,intrepid-sword,Intrepid Sword,none,full,machine_ready,False,new,2
ability,iron-barbs,Iron Barbs,none,manual,manual_text,False,core,321
ability,iron-fist,Iron Fist,none,manual,manual_text,False,core,321
ability,juicy-energy,Juicy Energy,none,manual,manual_text,False,feb2016,12
ability,justified,Justified,none,manual,manual_text,False,feb2016,6
ability,kampfgeist,Kampfgeist,none,manual,manual_text,False,feb2016,6
ability,keen-eye,Keen Eye,none,manual,manual_text,False,core,321
ability,klutz,Klutz,none,partial,hybrid,False,new,4
ability,lancer,Lancer,none,manual,hybrid,False,feb2016,12
ability,landslide,Landslide,none,manual,manual_text,False,core,322
ability,last-chance,Last Chance,none,manual,manual_text,False,core,322
ability,last-chance-type,Last Chance (Type),none,partial,hybrid,False,core,119
ability,leaf-gift,Leaf Gift,none,manual,manual_text,False,core,322
ability,leaf-guard,Leaf Guard,none,manual,manual_text,False,feb2016,6
ability,leaf-rush,Leaf Rush,none,manual,manual_text,False,feb2016,12
ability,leafy-cloak,Leafy Cloak,none,manual,hybrid,False,feb2016,12
ability,leek-mastery,Leek Mastery,none,manual,manual_text,False,core,322
ability,levitate,Levitate,none,manual,manual_text,False,core,322
ability,life-force,Life Force,none,manual,manual_text,False,edit,56
ability,light-metal,Light Metal,none,manual,manual_text,False,feb2016,6
ability,lightning-kicks,Lightning Kicks,none,manual,manual_text,False,feb2016,6
ability,lightning-rod,Lightning Rod,none,manual,manual_text,False,feb2016,6
ability,limber,Limber,none,manual,manual_text,False,core,322
ability,line-charge,Line Charge,none,manual,manual_text,False,feb2016,12
ability,liquid-ooze,Liquid Ooze,none,manual,manual_text,False,feb2016,6
ability,liquid-voice,Liquid Voice,none,manual,manual_text,False,sumo,3
ability,long-reach,Long Reach,none,manual,manual_text,False,sumo,3
ability,lullaby,Lullaby,none,manual,manual_text,False,core,323
ability,lunchbox,Lunchbox,none,manual,manual_text,False,feb2016,6
ability,mach-speed,Mach Speed,none,manual,manual_text,False,core,323
ability,maelstrom-pulse,Maelstrom Pulse,none,manual,manual_text,False,feb2016,13
ability,magic-bounce,Magic Bounce,none,manual,manual_text,False,core,323
ability,magic-guard,Magic Guard,none,manual,manual_text,False,core,323
ability,magician,Magician,none,manual,manual_text,False,core,323
ability,magma-armor,Magma Armor,none,manual,manual_text,False,feb2016,6
ability,magnet-pull,Magnet Pull,none,manual,manual_text,False,feb2016,7
ability,marvel-scale,Marvel Scale,none,partial,hybrid,False,core,323
ability,mega-launcher,Mega Launcher,none,manual,manual_text,False,feb2016,7
ability,memory-wipe,Memory Wipe,none,manual,hybrid,False,feb2016,7
ability,merciless,Merciless,none,manual,manual_text,False,sumo,3
ability,migraine,Migraine,none,manual,manual_text,False,feb2016,7
ability,mimicry,Mimicry,none,manual,manual_text,False,new,2
ability,mimitree,Mimitree,none,manual,manual_text,False,core,323
ability,mind-mold,Mind Mold,none,manual,manual_text,False,core,323
ability,mini-noses,Mini-Noses,none,manual,manual_text,False,core,324
ability,minus,Minus,none,manual,manual_text,False,new,4
ability,miracle-mile,Miracle Mile,none,manual,manual_text,False,core,324
ability,mirror-armor,Mirror Armor,none,manual,manual_text,False,new,2
ability,missile-launch,Missile Launch,none,manual,manual_text,False,new,2
ability,misty-surge,Misty Surge,none,manual,manual_text,False,sumo,3
ability,mojo,Mojo,none,manual,manual_text,False,core,324
ability,mold-breaker,Mold Breaker,none,manual,manual_text,False,core,324
ability,moody,Moody,none,manual,manual_text,False,feb2016,7
ability,motor-drive,Motor Drive,none,manual,manual_text,False,core,324
ability,mountain-peak,Mountain Peak,none,manual,manual_text,False,core,324
ability,moxie,Moxie,none,manual,manual_text,False,core,324
ability,mud-dweller,Mud Dweller,none,manual,manual_text,False,core,324
ability,mud-shield,Mud Shield,none,manual,hybrid,False,sumo,3
ability,multiscale,Multiscale,none,manual,manual_text,False,feb2016,7
ability,multitype,Multitype,none,manual,manual_text,False,core,324
ability,mummy,Mummy,none,manual,manual_text,False,feb2016,7
ability,natural-cure,Natural Cure,none,manual,manual_text,False,core,324
ability,needles,Needles,none,manual,manual_text,False,feb2016,13
ability,neuroforce,Neuroforce,none,manual,manual_text,False,sumo,3
ability,neutralizing-gas,Neutralizing Gas,none,manual,manual_text,False,new,2
ability,nimble-strikes,Nimble Strikes,none,manual,manual_text,False,feb2016,13
ability,no-guard,No Guard,none,manual,manual_text,False,feb2016,7
ability,normalize,Normalize,none,manual,manual_text,False,feb2016,7
ability,oblivious,Oblivious,none,partial,hybrid,False,core,325
ability,odious-spray,Odious Spray,none,manual,hybrid,False,feb2016,7
ability,omen,Omen,none,manual,manual_text,False,core,325
ability,overcharge,Overcharge,none,manual,manual_text,False,core,325
ability,overcoat,Overcoat,none,manual,manual_text,False,core,325
ability,overgrow,Overgrow,none,manual,manual_text,False,core,325
ability,own-tempo,Own Tempo,none,manual,manual_text,False,core,325
ability,pack-hunt,Pack Hunt,none,manual,manual_text,False,core,325
ability,parental-bond,Parental Bond,none,manual,hybrid,False,core,325
ability,parry,Parry,none,manual,manual_text,False,core,325
ability,pastel-veil,Pastel Veil,none,manual,manual_text,False,new,2
ability,perception,Perception,none,manual,manual_text,False,feb2016,7
ability,perish-body,Perish Body,none,manual,manual_text,False,new,2
ability,permafrost,Permafrost,none,manual,manual_text,False,feb2016,7
ability,phase-shift,Phase Shift,none,manual,manual_text,False,got,35
ability,photosynthesis,Photosynthesis,none,manual,manual_text,False,core,325
ability,pickpocket,Pickpocket,none,manual,manual_text,False,core,326
ability,pickup,Pickup,none,manual,manual_text,False,core,326
ability,pixilate,Pixilate,none,manual,manual_text,False,core,326
ability,plus,Plus,none,manual,manual_text,False,new,4
ability,poison-heal,Poison Heal,none,manual,manual_text,False,core,326
ability,poison-point,Poison Point,none,full,machine_ready,False,core,326
ability,poison-touch,Poison Touch,none,manual,manual_text,False,core,326
ability,poltergeist,Poltergeist,none,manual,manual_text,False,feb2016,7
ability,polycephaly,Polycephaly,none,manual,manual_text,False,core,326
ability,power-construct,Power Construct,none,manual,manual_text,False,sumo,3
ability,power-of-alchemy,Power of Alchemy,none,full,machine_ready,False,sumo,3
ability,power-spot,Power Spot,none,full,machine_ready,False,new,3
ability,prankster,Prankster,none,manual,manual_text,False,core,326
ability,pressure,Pressure,none,full,machine_ready,False,edit,56
ability,pride,Pride,none,partial,hybrid,False,core,326
ability,prime-fury,Prime Fury,none,manual,hybrid,False,feb2016,8
ability,prism-armor,Prism Armor,none,partial,hybrid,False,sumo,3
ability,probability-control,Probability Control,none,manual,manual_text,False,core,326
ability,propeller-tail,Propeller Tail,none,manual,manual_text,False,new,3
ability,protean,Protean,none,manual,manual_text,False,core,327
ability,psychic-surge,Psychic Surge,none,manual,manual_text,False,sumo,4
ability,pumpkingrab,Pumpkingrab,none,manual,manual_text,False,feb2016,8
ability,punk-rock,Punk Rock,none,manual,manual_text,False,new,3
ability,pure-blooded,Pure Blooded,none,manual,manual_text,False,core,327
ability,pure-power,Pure Power,none,manual,manual_text,False,core,327
ability,queenly-majesty,Queenly Majesty,none,manual,manual_text,False,sumo,4
ability,quick-cloak,Quick Cloak,none,manual,manual_text,False,core,327
ability,quick-curl,Quick Curl,none,partial,hybrid,False,feb2016,8
ability,quick-feet,Quick Feet,none,partial,hybrid,False,feb2016,8
ability,radiant-beam,Radiant Beam,none,manual,manual_text,False,sumo,4
ability,ragelope,Ragelope,none,manual,manual_text,False,feb2016,13
ability,rain-dish,Rain Dish,none,manual,manual_text,False,feb2016,8
ability,rally,Rally,none,manual,manual_text,False,feb2016,8
ability,rattled,Rattled,none,full,machine_ready,False,feb2016,8
ability,razor-edge,Razor Edge,none,manual,manual_text,False,core,327
ability,receiver,Receiver,none,partial,hybrid,False,sumo,4
ability,reckless,Reckless,none,manual,manual_text,False,feb2016,8
ability,refreshing-veil,Refreshing Veil,none,manual,manual_text,False,core,327
ability,refrigerate,Refrigerate,none,manual,manual_text,False,core,327
ability,regal-challenge,Regal Challenge,none,manual,manual_text,False,feb2016,8
ability,regenerator,Regenerator,none,manual,manual_text,False,core,328
ability,revelation,Revelation,none,manual,hybrid,False,sumo,4
ability,ripen,Ripen,none,partial,hybrid,False,new,3
ability,rivalry,Rivalry,none,manual,manual_text,False,core,328
ability,rks-system,RKS System,none,manual,manual_text,False,sumo,4
ability,rock-head,Rock Head,none,manual,manual_text,False,feb2016,8
ability,rocket,Rocket,none,manual,manual_text,False,feb2016,8
ability,root-down,Root Down,none,manual,manual_text,False,feb2016,8
ability,rough-skin,Rough Skin,none,manual,manual_text,False,core,328
ability,run-away,Run Away,none,manual,manual_text,False,feb2016,8
ability,run-up,Run Up,none,manual,manual_text,False,core,328
ability,sacred-bell,Sacred Bell,none,manual,manual_text,False,feb2016,13
ability,sand-force,Sand Force,none,manual,manual_text,False,feb2016,8
ability,sand-rush,Sand Rush,none,manual,manual_text,False,feb2016,9
ability,sand-spit,Sand Spit,none,manual,manual_text,False,new,3
ability,sand-stream,Sand Stream,none,manual,manual_text,False,feb2016,9
ability,sand-veil,Sand Veil,none,manual,manual_text,False,feb2016,9
ability,sap-sipper,Sap Sipper,none,partial,hybrid,False,feb2016,8
ability,schooling,Schooling,none,manual,manual_text,False,sumo,4
ability,scrappy,Scrappy,none,manual,manual_text,False,core,328
ability,screen-cleaner,Screen Cleaner,none,manual,manual_text,False,new,3
ability,seasonal,Seasonal,none,full,machine_ready,False,feb2016,13
ability,sequence,Sequence,none,manual,manual_text,False,feb2016,9
ability,serene-grace,Serene Grace,none,manual,manual_text,False,core,328
ability,serpents-mark,Serpent's Mark,none,manual,manual_text,False,feb2016,9
ability,shackle,Shackle,none,manual,manual_text,False,feb2016,9
ability,shadow-shield,Shadow Shield,none,manual,manual_text,False,sumo,4
ability,shadow-tag,Shadow Tag,none,partial,hybrid,False,core,329
ability,shed-skin,Shed Skin,none,manual,manual_text,False,core,329
ability,sheer-force,Sheer Force,none,manual,manual_text,False,feb2016,9
ability,shell-armor,Shell Armor,none,manual,manual_text,False,core,329
ability,shell-cannon,Shell Cannon,none,manual,manual_text,False,core,329
ability,shell-shield,Shell Shield,none,partial,hybrid,False,feb2016,9
ability,shield-dust,Shield Dust,none,manual,manual_text,False,core,329
ability,shields-down,Shields Down,none,manual,manual_text,False,sumo,4
ability,silk-threads,Silk Threads,none,manual,hybrid,False,feb2016,9
ability,simple,Simple,none,manual,manual_text,False,core,329
ability,skill-link,Skill Link,none,manual,manual_text,False,core,329
ability,slow-start,Slow Start,none,manual,manual_text,False,core,330
ability,slush-rush,Slush Rush,none,manual,manual_text,False,sumo,4
ability,sniper,Sniper,none,manual,manual_text,False,feb2016,9
ability,snow-cloak,Snow Cloak,none,manual,manual_text,False,feb2016,9
ability,snow-warning,Snow Warning,none,manual,manual_text,False,core,330
ability,snuggle,Snuggle,none,manual,manual_text,False,feb2016,13
ability,sol-veil,Sol Veil,none,partial,hybrid,False,feb2016,13
ability,solar-power,Solar Power,none,manual,manual_text,False,feb2016,9
ability,solid-rock,Solid Rock,none,partial,hybrid,False,feb2016,9
ability,sonic-courtship,Sonic Courtship,none,manual,manual_text,False,feb2016,9
ability,soothing-tone,Soothing Tone,none,manual,manual_text,False,feb2016,9
ability,sorcery,Sorcery,none,manual,manual_text,False,feb2016,13
ability,soul-heart,Soul Heart,none,manual,manual_text,False,sumo,5
ability,soulstealer,Soulstealer,none,manual,manual_text,False,feb2016,10
ability,sound-lance,Sound Lance,none,manual,manual_text,False,feb2016,10
ability,soundproof,Soundproof,none,manual,manual_text,False,core,330
ability,speed-boost,Speed Boost,none,partial,hybrid,False,core,330
ability,spike-shot,Spike Shot,none,manual,manual_text,False,feb2016,13
ability,spinning-dance,Spinning Dance,none,manual,manual_text,False,core,330
ability,spiteful-intervention,Spiteful Intervention,none,manual,manual_text,False,core,330
ability,spray-down,Spray Down,none,manual,manual_text,False,feb2016,10
ability,sprint,Sprint,none,manual,manual_text,False,feb2016,10
ability,stakeout,Stakeout,none,manual,manual_text,False,sumo,5
ability,stall,Stall,none,manual,manual_text,False,core,331
ability,stalwart,Stalwart,none,manual,manual_text,False,new,3
ability,stamina,Stamina,none,manual,manual_text,False,sumo,5
ability,stance-change,Stance Change,none,manual,manual_text,False,core,331
ability,starlight,Starlight,none,manual,manual_text,False,feb2016,10
ability,starswirl,Starswirl,none,manual,manual_text,False,feb2016,10
ability,static,Static,none,full,machine_ready,False,core,331
ability,steadfast,Steadfast,none,full,machine_ready,False,feb2016,10
ability,steam-engine,Steam Engine,none,manual,manual_text,False,new,3
ability,steelworker,Steelworker,none,manual,manual_text,False,sumo,5
ability,stench,Stench,none,manual,manual_text,False,feb2016,10
ability,sticky-hold,Sticky Hold,none,manual,manual_text,False,core,331
ability,sticky-smoke,Sticky Smoke,none,manual,manual_text,False,core,331
ability,storm-drain,Storm Drain,none,manual,manual_text,False,feb2016,10
ability,strange-tempo,Strange Tempo,none,manual,manual_text,False,core,331
ability,strong-jaw,Strong Jaw,none,manual,manual_text,False,core,331
ability,sturdy,Sturdy,none,manual,manual_text,False,feb2016,10
ability,suction-cups,Suction Cups,none,full,machine_ready,False,feb2016,10
ability,sumo-stance,Sumo Stance,none,manual,manual_text,False,feb2016,10
ability,sun-blanket,Sun Blanket,none,manual,manual_text,False,feb2016,10
ability,sunglow,Sunglow,none,manual,manual_text,False,feb2016,10
ability,super-luck,Super Luck,none,manual,manual_text,False,core,332
ability,surge-surfer,Surge Surfer,none,manual,manual_text,False,sumo,5
ability,swarm,Swarm,none,manual,manual_text,False,core,332
ability,sway,Sway,none,manual,manual_text,False,core,332
ability,sweet-veil,Sweet Veil,none,manual,manual_text,False,core,332
ability,swift-swim,Swift Swim,none,manual,manual_text,False,feb2016,11
ability,symbiosis,Symbiosis,none,manual,manual_text,False,feb2016,11
ability,synchronize,Synchronize,none,manual,manual_text,False,core,332
ability,tangled-feet,Tangled Feet,none,manual,manual_text,False,feb2016,11
ability,tangling-hair,Tangling Hair,none,manual,manual_text,False,sumo,5
ability,targeting-system,Targeting System,none,manual,manual_text,False,core,332
ability,teamwork,Teamwork,none,manual,manual_text,False,core,332
ability,technician,Technician,none,manual,manual_text,False,core,332
ability,telepathy,Telepathy,none,manual,manual_text,False,feb2016,11
ability,teravolt,Teravolt,none,manual,manual_text,False,feb2016,11
ability,thermosensitive,Thermosensitive,none,partial,hybrid,False,core,333
ability,thick-fat,Thick Fat,none,manual,manual_text,False,core,333
ability,thrust,Thrust,none,manual,manual_text,False,core,333
ability,thunder-boost,Thunder Boost,none,manual,manual_text,False,core,333
ability,tingle,Tingle,none,manual,manual_text,False,feb2016,13
ability,tingly-tongue,Tingly Tongue,none,manual,manual_text,False,core,333
ability,tinted-lens,Tinted Lens,none,manual,manual_text,False,core,333
ability,tochukaso,Tochukaso,none,manual,manual_text,False,core,333
ability,tolerance,Tolerance,none,manual,manual_text,False,core,333
ability,tonguelash,Tonguelash,none,manual,manual_text,False,feb2016,13
ability,torrent,Torrent,none,manual,manual_text,False,core,333
ability,tough-claws,Tough Claws,none,manual,manual_text,False,core,333
ability,toxic-boost,Toxic Boost,none,manual,hybrid,False,feb2016,11
ability,trace,Trace,none,full,machine_ready,False,core,333
ability,transporter,Transporter,none,none,metadata_only,True,feb2016,
ability,triage,Triage,none,manual,manual_text,False,sumo,5
ability,trinity,Trinity,none,manual,manual_text,False,feb2016,13
ability,truant,Truant,none,manual,manual_text,False,core,334
ability,turboblaze,Turboblaze,none,manual,manual_text,False,feb2016,11
ability,twisted-power,Twisted Power,none,manual,manual_text,False,core,334
ability,type-aura,Type Aura,none,full,machine_ready,False,feb2016,13
ability,type-strategist,Type Strategist,none,manual,hybrid,False,core,119
ability,ugly,Ugly,none,manual,manual_text,False,core,334
ability,unaware,Unaware,none,manual,manual_text,False,sumo,6
ability,unbreakable,Unbreakable,none,manual,manual_text,False,core,334
ability,unburden,Unburden,none,partial,hybrid,False,feb2016,11
ability,unnerve,Unnerve,none,manual,manual_text,False,feb2016,11
ability,vanguard,Vanguard,none,manual,manual_text,False,core,334
ability,venom,Venom,none,manual,manual_text,False,core,334
ability,vicious,Vicious,none,manual,manual_text,False,core,334
ability,victory-star,Victory Star,none,full,machine_ready,False,core,334
ability,vigor,Vigor,none,manual,manual_text,False,core,334
ability,vital-spirit,Vital Spirit,none,manual,manual_text,False,core,335
ability,volt-absorb,Volt Absorb,none,manual,hybrid,False,core,335
ability,voodoo-doll,Voodoo Doll,none,manual,manual_text,False,core,335
ability,wallmaster,Wallmaster,none,manual,manual_text,False,core,335
ability,wandering-spirit,Wandering Spirit,none,manual,manual_text,False,new,3
ability,wash-away,Wash Away,none,manual,manual_text,False,core,335
ability,water-absorb,Water Absorb,none,manual,hybrid,False,core,335
ability,water-bubble,Water Bubble,none,manual,hybrid,False,sumo,5
ability,water-compaction,Water Compaction,none,manual,manual_text,False,sumo,5
ability,water-veil,Water Veil,none,manual,manual_text,False,core,335
ability,wave-rider,Wave Rider,none,manual,manual_text,False,core,335
ability,weak-armor,Weak Armor,none,manual,manual_text,False,core,335
ability,weaponize,Weaponize,none,manual,manual_text,False,core,335
ability,weeble,Weeble,none,manual,manual_text,False,core,335
ability,weird-power,Weird power,none,manual,manual_text,False,feb2016,13
ability,whirlwind-kicks,Whirlwind Kicks,none,manual,manual_text,False,feb2016,11
ability,white-flame,White Flame,none,manual,manual_text,False,core,335
ability,white-smoke,White Smoke,none,manual,manual_text,False,core,335
ability,wily,Wily,none,manual,manual_text,False,sumo,5
ability,windveiled,Windveiled,none,partial,hybrid,False,feb2016,11
ability,winters-kiss,Winter's Kiss,none,manual,manual_text,False,core,336
ability,wishmaster,Wishmaster,none,manual,manual_text,False,core,336
ability,wistful-melody,Wistful Melody,none,manual,manual_text,False,core,336
ability,wobble,Wobble,none,manual,manual_text,False,core,336
ability,wonder-guard,Wonder Guard,none,manual,manual_text,False,core,336
ability,wonder-skin,Wonder Skin,none,manual,manual_text,False,core,336
ability,zen-mode,Zen Mode,none,manual,manual_text,False,feb2016,11
ability,zen-snowed,Zen Snowed,none,manual,manual_text,False,new,3
item,aguav-berry,Aguav Berry,none,manual,manual_text,False,core,282
item,apicot-berry,Apicot Berry,none,manual,manual_text,False,core,282
item,aspear-berry,Aspear Berry,none,manual,manual_text,False,core,282
item,babiri-berry,Babiri Berry,none,manual,manual_text,False,core,283
item,belue-berry,Belue Berry,none,manual,manual_text,False,core,282
item,bluk-berry,Bluk Berry,none,manual,manual_text,False,core,282
item,charti-berry,Charti Berry,none,manual,manual_text,False,core,283
item,cheri-berry,Cheri Berry,none,manual,manual_text,False,core,282
item,chesto-berry,Chesto Berry,none,manual,manual_text,False,core,282
item,chilan-berry,Chilan Berry,none,manual,manual_text,False,core,283
item,chople-berry,Chople Berry,none,manual,manual_text,False,core,283
item,coba-berry,Coba Berry,none,manual,manual_text,False,core,283
item,colbur-berry,Colbur Berry,none,manual,manual_text,False,core,283
item,cornn-berry,Cornn Berry,none,manual,manual_text,False,core,282
item,custap-berry,Custap Berry,none,manual,manual_text,False,core,283
item,durin-berry,Durin Berry,none,manual,manual_text,False,core,282
item,enigma-berry,Enigma Berry,none,manual,manual_text,False,core,282
item,figy-berry,Figy Berry,none,manual,manual_text,False,core,282
item,ganlon-berry,Ganlon Berry,none,manual,manual_text,False,core,282
item,grepa-berry,Grepa Berry,none,manual,manual_text,False,core,283
item,haban-berry,Haban Berry,none,manual,manual_text,False,core,283
item,hondew-berry,Hondew Berry,none,manual,manual_text,False,core,283
item,iapapa-berry,Iapapa Berry,none,manual,manual_text,False,core,282
item,jaboca-berry,Jaboca Berry,none,manual,manual_text,False,core,282
item,kasib-berry,Kasib Berry,none,manual,manual_text,False,core,283
item,kebia-berry,Kebia Berry,none,manual,manual_text,False,core,283
item,kee-berry,Kee Berry,none,manual,manual_text,False,core,283
item,kelpsy-berry,Kelpsy Berry,none,manual,manual_text,False,core,283
item,lansat-berry,Lansat Berry,none,manual,manual_text,False,core,282
item,leppa-berry,Leppa Berry,none,manual,manual_text,False,core,282
item,liechi-berry,Liechi Berry,none,manual,manual_text,False,core,282
item,lum-berry,Lum Berry,none,manual,manual_text,False,core,282
item,mago-berry,Mago Berry,none,manual,manual_text,False,core,282
item,magost-berry,Magost Berry,none,manual,manual_text,False,core,282
item,maranga-berry,Maranga Berry,none,manual,manual_text,False,core,283
item,micle-berry,Micle Berry,none,manual,manual_text,False,core,282
item,nanab-berry,Nanab Berry,none,manual,manual_text,False,core,282
item,nomel-berry,Nomel Berry,none,manual,manual_text,False,core,282
item,occa-berry,Occa Berry,none,manual,manual_text,False,core,283
item,oran-berry,Oran Berry,none,manual,manual_text,False,core,282
item,pamtre-berry,Pamtre Berry,none,manual,manual_text,False,core,282
item,passho-berry,Passho Berry,none,manual,manual_text,False,core,283
item,payapa-berry,Payapa Berry,none,manual,manual_text,False,core,283
item,pecha-berry,Pecha Berry,none,manual,manual_text,False,core,282
item,persim-berry,Persim Berry,none,manual,manual_text,False,core,282
item,petaya-berry,Petaya Berry,none,manual,manual_text,False,core,282
item,pinap-berry,Pinap Berry,none,manual,manual_text,False,core,282
item,pomeg-berry,Pomeg Berry,none,manual,manual_text,False,core,283
item,qualot-berry,Qualot Berry,none,manual,manual_text,False,core,283
item,rabuta-berry,Rabuta Berry,none,manual,manual_text,False,core,282
item,rawst-berry,Rawst Berry,none,manual,manual_text,False,core,282
item,razz-berry,Razz Berry,none,manual,manual_text,False,core,282
item,rindo-berry,Rindo Berry,none,manual,manual_text,False,core,283
item,roseli-berry,Roseli Berry,none,manual,manual_text,False,core,283
item,rowap-berry,Rowap Berry,none,manual,manual_text,False,core,282
item,salac-berry,Salac Berry,none,manual,manual_text,False,core,282
item,shuca-berry,Shuca Berry,none,manual,manual_text,False,core,283
item,sitrus-berry,Sitrus Berry,none,manual,manual_text,False,core,282
item,spelon-berry,Spelon Berry,none,manual,manual_text,False,core,282
item,starf-berry,Starf Berry,none,manual,manual_text,False,core,282
item,tamato-berry,Tamato Berry,none,manual,manual_text,False,core,283
item,tanga-berry,Tanga Berry,none,manual,manual_text,False,core,283
item,wacan-berry,Wacan Berry,none,manual,manual_text,False,core,283
item,watmel-berry,Watmel Berry,none,manual,manual_text,False,core,282
item,wepear-berry,Wepear Berry,none,manual,manual_text,False,core,282
item,wiki-berry,Wiki Berry,none,manual,manual_text,False,core,282
item,yache-berry,Yache Berry,none,manual,manual_text,False,core,283
item,caltrops-toxic-caltrops,Caltrops & Toxic Caltrops,none,manual,manual_text,False,core,302
item,cleanse-tags,Cleanse Tags,none,manual,manual_text,False,core,302
item,dream-mist,Dream Mist,none,manual,manual_text,False,core,302
item,magic-flute,Magic Flute,none,manual,manual_text,False,core,302
item,pester-balls,Pester Balls,none,manual,manual_text,False,core,302
item,smoke-ball,Smoke Ball,none,manual,manual_text,False,core,302
item,chemistry-set,Chemistry Set,none,manual,manual_text,False,core,284
item,cooking-set,Cooking Set,none,manual,manual_text,False,core,284
item,dowsing-rod,Dowsing Rod,none,manual,manual_text,False,core,284
item,poffin-mixer,Poffin Mixer,none,manual,manual_text,False,core,284
item,poke-ball-tool-box,Poké Ball Tool Box,none,manual,manual_text,False,core,284
item,portable-grower-berry-planter,Portable Grower / Berry Planter,none,manual,manual_text,False,core,284
item,capture-styler,Capture Styler,none,manual,manual_text,False,core,294
