id,display_name,national_dex_number,display_dex_id,variant_index,variant_of,variant_kind,variant_label,generation,enabled,enabled_for_character_creation,mechanical_completeness,types,base_stats,height,weight,gender_ratio,egg_groups,habitats,source_id,source_page,needs_review,reference_validation
mesprit,Mesprit,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":8,""attack"":11,""defense"":11,""special_attack"":11,""special_defense"":11,""speed"":8}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""0.7 lbs / 0.3kg (1)"",""kg"":0.3,""weight_class"":1}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Cave""]",gen8,892,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
metagross,Metagross,,,,,,,,True,True,complete,"[""Steel"",""Psychic""]","{""hp"":8,""attack"":14,""defense"":13,""special_attack"":10,""special_defense"":9,""speed"":7}","{""raw"":""5' 3\"" / 1.6m (Large)"",""meters"":1.6,""size_class"":""Large""}","{""raw"":""1212.5 lbs / 550kg (6)"",""kg"":550.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave"",""Mountain""]",gen8,849,False,"{""unresolved_abilities"":0,""unresolved_move_references"":4,""unresolved_capabilities"":1}"
metang,Metang,,,,,,,,True,True,complete,"[""Steel"",""Psychic""]","{""hp"":6,""attack"":8,""defense"":10,""special_attack"":6,""special_defense"":8,""speed"":5}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""446.4 lbs / 202.5kg (6)"",""kg"":202.5,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave""]",gen8,848,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
metapod,Metapod,,,,,,,,True,True,complete,"[""Bug""]","{""hp"":5,""attack"":2,""defense"":6,""special_attack"":3,""special_defense"":3,""speed"":3}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""21.8 lbs / 9.9kg (1)"",""kg"":9.9,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Forest""]",gen8,89,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
mew,Mew,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":10,""attack"":10,""defense"":10,""special_attack"":10,""special_defense"":10,""speed"":10}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""8.8 lbs / 4kg (1)"",""kg"":4.0,""weight_class"":1}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Ditto""]","[""Forest"",""Mountain"",""Rainforest""]",gen8,870,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
mewtwo,Mewtwo,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":11,""attack"":11,""defense"":9,""special_attack"":15,""special_defense"":9,""speed"":13}","{""raw"":""6' 7\"" / 2m (Large)"",""meters"":2.0,""size_class"":""Large""}","{""raw"":""269 lbs / 122kg (5)"",""kg"":122.0,""weight_class"":5}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Cave""]",gen8,869,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mienfoo,Mienfoo,,,,,,,,True,True,complete,"[""Fighting""]","{""hp"":5,""attack"":9,""defense"":5,""special_attack"":6,""special_defense"":5,""speed"":7}","{""raw"":""2' 11\"" / 0.9m (Small)"",""meters"":0.9,""size_class"":""Small""}","{""raw"":""44.1 lbs / 20kg (2)"",""kg"":20.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field"",""Humanshape""]","[""Cave"",""Mountain""]",gen8,398,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
mienshao,Mienshao,,,,,,,,True,True,complete,"[""Fighting""]","{""hp"":7,""attack"":13,""defense"":6,""special_attack"":10,""special_defense"":6,""speed"":11}","{""raw"":""4' 8\"" / 1.4m (Medium)"",""meters"":1.4,""size_class"":""Medium""}","{""raw"":""78.3 lbs / 35.5kg (3)"",""kg"":35.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field"",""Humanshape""]","[""Cave"",""Mountain""]",gen8,399,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mightyena,Mightyena,,,,,,,,True,True,complete,"[""Dark""]","{""hp"":7,""attack"":9,""defense"":7,""special_attack"":6,""special_defense"":6,""speed"":7}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""81.6 lbs / 37kg (3)"",""kg"":37.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland""]",gen8,351,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
milcery,Milcery,,,,,,,,True,True,complete,"[""Fairy""]","{""hp"":5,""attack"":4,""defense"":4,""special_attack"":5,""special_defense"":6,""speed"":3}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""0.7 lbs / 0.3kg (1)"",""kg"":0.3,""weight_class"":1}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Fairy"",""Indeterminate""]","[""Urban""]",gen8,384,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
milotic,Milotic,,,,,,,,True,True,complete,"[""Water""]","{""hp"":10,""attack"":6,""defense"":8,""special_attack"":10,""special_defense"":13,""speed"":8}","{""raw"":""20' 4\"" / 6.2m (Large)"",""meters"":6.2,""size_class"":""Large""}","{""raw"":""357.1 lbs / 162kg (5)"",""kg"":162.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Dragon""]","[""Freshwater""]",gen8,661,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
miltank,Miltank,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":10,""attack"":8,""defense"":11,""special_attack"":4,""special_defense"":7,""speed"":10}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""166.4 lbs / 75.5kg (4)"",""kg"":75.5,""weight_class"":4}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Field""]","[""Grassland""]",gen8,732,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mime-jr,Mime Jr.,,,,,,,,True,True,complete,"[""Psychic"",""Fairy""]","{""hp"":2,""attack"":3,""defense"":5,""special_attack"":7,""special_defense"":9,""speed"":6}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""28.7 lbs / 13kg (2)"",""kg"":13.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Urban"",""Tundra""]",gen8,251,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mimikyu,Mimikyu,,,,,,,,True,True,complete,"[""Ghost"",""Fairy""]","{""hp"":6,""attack"":9,""defense"":8,""special_attack"":5,""special_defense"":11,""speed"":10}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""1.5 lbs / 0.7kg (1)"",""kg"":0.7,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Urban""]",gen8,715,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
minccino,Minccino,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":6,""attack"":5,""defense"":4,""special_attack"":4,""special_defense"":4,""speed"":8}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""12.8 lbs / 5.8kg (1)"",""kg"":5.8,""weight_class"":1}","{""raw"":""25% M / 75% F"",""male_percent"":25.0,""female_percent"":75.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland"",""Urban""]",gen8,549,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
minior-core,MINIOR Core,,,,,,,,True,True,complete,"[""Rock"",""Flying""]","{""hp"":6,""attack"":10,""defense"":6,""special_attack"":10,""special_defense"":6,""speed"":12}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""0.7 lbs / 0.3kg (1)"",""kg"":0.3,""weight_class"":1}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Mountain""]",gen8,753,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
minior-meteor,MINIOR Meteor,,,,,,,,True,True,complete,"[""Rock"",""Flying""]","{""hp"":6,""attack"":6,""defense"":10,""special_attack"":6,""special_defense"":10,""speed"":6}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""88.2 lbs / 40kg (3)"",""kg"":40.0,""weight_class"":3}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Mountain""]",gen8,752,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
minun,Minun,,,,,,,,True,True,complete,"[""Electric""]","{""hp"":6,""attack"":4,""defense"":5,""special_attack"":8,""special_defense"":9,""speed"":10}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""9.3 lbs / 4.2kg (1)"",""kg"":4.2,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy""]","[""Forest"",""Grassland"",""Urban""]",gen8,695,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
misdreavus,Misdreavus,,,,,,,,True,True,complete,"[""Ghost""]","{""hp"":6,""attack"":6,""defense"":6,""special_attack"":9,""special_defense"":9,""speed"":9}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""2.2 lbs / 1kg (1)"",""kg"":1.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Forest"",""Urban""]",gen8,427,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mismagius,Mismagius,,,,,,,,True,True,complete,"[""Ghost""]","{""hp"":6,""attack"":6,""defense"":6,""special_attack"":11,""special_defense"":11,""speed"":11}","{""raw"":""2' 11\"" / 0.9m (Small)"",""meters"":0.9,""size_class"":""Small""}","{""raw"":""9.7 lbs / 4.4kg (1)"",""kg"":4.4,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Forest""]",gen8,428,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
moltres,Moltres,,,,,,,,True,True,complete,"[""Fire"",""Flying""]","{""hp"":9,""attack"":10,""defense"":9,""special_attack"":13,""special_defense"":9,""speed"":9}","{""raw"":""6' 7\"" / 2m (Large)"",""meters"":2.0,""size_class"":""Large""}","{""raw"":""132.3 lbs / 60kg (4)"",""kg"":60.0,""weight_class"":4}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Cave"",""Mountain""]",gen8,868,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
monferno,Monferno,,,,,,,,True,True,complete,"[""Fire"",""Fighting""]","{""hp"":6,""attack"":8,""defense"":5,""special_attack"":8,""special_defense"":5,""speed"":8}","{""raw"":""2' 11\"" / 0.9m (Small)"",""meters"":0.9,""size_class"":""Small""}","{""raw"":""48.5 lbs / 22kg (2)"",""kg"":22.0,""weight_class"":2}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Field"",""Humanshape""]","[""Cave"",""Mountain""]",gen8,50,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
morelull,Morelull,,,,,,,,True,True,complete,"[""Grass"",""Fairy""]","{""hp"":4,""attack"":4,""defense"":6,""special_attack"":7,""special_defense"":8,""speed"":2}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""3.3 lbs / 1.5kg (1)"",""kg"":1.5,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Plant""]","[""Forest"",""Rainforest""]",gen8,472,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
morgrem,Morgrem,,,,,,,,True,True,complete,"[""Dark"",""Fairy""]","{""hp"":7,""attack"":6,""defense"":5,""special_attack"":8,""special_defense"":6,""speed"":7}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""27.6 lbs / 12.5kg (2)"",""kg"":12.5,""weight_class"":2}","{""raw"":""100% M / 0% F"",""male_percent"":100.0,""female_percent"":0.0,""genderless"":false}","[""Fairy"",""Humanshape""]","[""Forest"",""Urban""]",gen8,115,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
morpeko,Morpeko,,,,,,,,True,True,complete,"[""Electric"",""Dark""]","{""hp"":6,""attack"":10,""defense"":6,""special_attack"":7,""special_defense"":6,""speed"":10}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""6.6 lbs / 3kg (1)"",""kg"":3.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field"",""Fairy""]","[""Forest""]",gen8,703,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mothim,Mothim,,,,,,,,True,True,complete,"[""Bug"",""Flying""]","{""hp"":7,""attack"":9,""defense"":5,""special_attack"":9,""special_defense"":5,""speed"":7}","{""raw"":""2' 11\"" / 0.9m (Small)"",""meters"":0.9,""size_class"":""Small""}","{""raw"":""51.4 lbs / 23.3kg (2)"",""kg"":23.3,""weight_class"":2}","{""raw"":""100% M / 0% F"",""male_percent"":100.0,""female_percent"":0.0,""genderless"":false}","[""Bug""]","[""Desert"",""Forest"",""Rainforest"",""Urban""]",gen8,327,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
rotom-mow,Mow Rotom,,,5,rotom-normal-form,form,,,False,False,partial,"[""Electric"",""Grass""]","{""hp"":5,""attack"":7,""defense"":11,""special_attack"":11,""special_defense"":11,""speed"":9}","{""raw"":""Medium size"",""size_class"":""Medium""}","{""raw"":""Weight Class 3"",""weight_class"":3}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Indeterminate""]","[""Urban""]",gen8,698,True,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mr-mime,Mr. Mime,,,,,,,,True,True,complete,"[""Psychic"",""Fairy""]","{""hp"":4,""attack"":5,""defense"":7,""special_attack"":10,""special_defense"":12,""speed"":9}","{""raw"":""4' 3\"" / 1.3m (Medium)"",""meters"":1.3,""size_class"":""Medium""}","{""raw"":""120.2 lbs / 54.5kg (4)"",""kg"":54.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Urban""]",gen8,252,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mr-mime-galar,MR. MIME Galar,,,,,,,,True,True,complete,"[""Ice"",""Psychic""]","{""hp"":5,""attack"":7,""defense"":7,""special_attack"":9,""special_defense"":9,""speed"":10}","{""raw"":""4' 7\"" / 1.4m (Medium)"",""meters"":1.4,""size_class"":""Medium""}","{""raw"":""125.2 lbs / 56.8kg (4)"",""kg"":56.8,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Tundra""]",gen8,253,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mr-rime,Mr. Rime,,,,,,,,True,True,complete,"[""Ice"",""Psychic""]","{""hp"":8,""attack"":9,""defense"":8,""special_attack"":11,""special_defense"":10,""speed"":7}","{""raw"":""4' 11\"" / 1.5m (Medium)"",""meters"":1.5,""size_class"":""Medium""}","{""raw"":""128.3 lbs / 58.2kg (4)"",""kg"":58.2,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Humanshape""]","[""Tundra""]",gen8,254,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mudbray,Mudbray,,,,,,,,True,True,complete,"[""Ground""]","{""hp"":7,""attack"":10,""defense"":7,""special_attack"":5,""special_defense"":6,""speed"":5}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""242.5 lbs / 110kg (5)"",""kg"":110.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland"",""Mountain""]",gen8,498,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mudkip,Mudkip,,,,,,,,True,True,complete,"[""Water""]","{""hp"":5,""attack"":7,""defense"":5,""special_attack"":5,""special_defense"":5,""speed"":4}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""16.8 lbs / 7.6kg (1)"",""kg"":7.6,""weight_class"":1}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster"",""Water 1""]","[""Marsh""]",gen8,70,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
mudsdale,Mudsdale,,,,,,,,True,True,complete,"[""Ground""]","{""hp"":10,""attack"":13,""defense"":10,""special_attack"":6,""special_defense"":9,""speed"":4}","{""raw"":""8' 2\"" / 2.5m (Large)"",""meters"":2.5,""size_class"":""Large""}","{""raw"":""2028.2 lbs / 920kg (6)"",""kg"":920.0,""weight_class"":6}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland"",""Mountain""]",gen8,499,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
muk,Muk,,,,,,,,True,True,complete,"[""Poison""]","{""hp"":11,""attack"":11,""defense"":8,""special_attack"":7,""special_defense"":10,""speed"":5}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""66.1 lbs / 30kg (3)"",""kg"":30.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Urban""]",gen8,568,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
muk-alola,MUK Alola,,,,,,,,True,True,complete,"[""Poison"",""Dark""]","{""hp"":11,""attack"":11,""defense"":8,""special_attack"":7,""special_defense"":10,""speed"":5}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""114.6 lbs / 52kg (4)"",""kg"":52.0,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Urban""]",gen8,795,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
munchlax,Munchlax,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":14,""attack"":9,""defense"":4,""special_attack"":4,""special_defense"":9,""speed"":1}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""231.5 lbs / 105kg (4)"",""kg"":105.0,""weight_class"":4}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster""]","[""Forest"",""Mountain"",""Taiga"",""Urban""]",gen8,523,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
munna,Munna,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":8,""attack"":3,""defense"":5,""special_attack"":7,""special_defense"":6,""speed"":2}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""51.4 lbs / 23.3kg (2)"",""kg"":23.3,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest""]",gen8,598,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
murkrow,Murkrow,,,,,,,,True,True,complete,"[""Dark"",""Flying""]","{""hp"":6,""attack"":9,""defense"":4,""special_attack"":9,""special_defense"":4,""speed"":9}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""4.6 lbs / 2.1kg (1)"",""kg"":2.1,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Forest"",""Marsh"",""Urban""]",gen8,344,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
musharna,Musharna,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":12,""attack"":6,""defense"":9,""special_attack"":11,""special_defense"":10,""speed"":3}","{""raw"":""3' 7\"" / 1.1m (Medium)"",""meters"":1.1,""size_class"":""Medium""}","{""raw"":""133.4 lbs / 60.5kg (4)"",""kg"":60.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland""]",gen8,599,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
naganadel,Naganadel,,,,,,,,True,True,complete,"[""Poison"",""Dragon""]","{""hp"":7,""attack"":7,""defense"":7,""special_attack"":13,""special_defense"":7,""speed"":12}","{""raw"":""11' 10\"" / 3.6m (Huge)"",""meters"":3.6,""size_class"":""Huge""}","{""raw"":""330.7 lbs / 150kg (5)"",""kg"":150.0,""weight_class"":5}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,955,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
natu,Natu,,,,,,,,True,True,complete,"[""Psychic"",""Flying""]","{""hp"":4,""attack"":5,""defense"":5,""special_attack"":7,""special_defense"":5,""speed"":7}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""4.4 lbs / 2kg (1)"",""kg"":2.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Cave"",""Forest""]",gen8,590,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
necrozma,Necrozma,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":10,""attack"":11,""defense"":10,""special_attack"":13,""special_defense"":9,""speed"":8}","{""raw"":""7' 10\"" / 2.4m (Large)"",""meters"":2.4,""size_class"":""Large""}","{""raw"":""507.1 lbs / 230kg (6)"",""kg"":230.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,944,False,"{""unresolved_abilities"":1,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
necrozma-dawn-wings,NECROZMA Dawn Wings,,,,,,,,True,True,complete,"[""Psychic"",""Ghost""]","{""hp"":10,""attack"":11,""defense"":11,""special_attack"":16,""special_defense"":13,""speed"":8}","{""raw"":""13' 9\"" / 4.2m (Huge)"",""meters"":4.2,""size_class"":""Huge""}","{""raw"":""771.6 lbs / 350kg (6)"",""kg"":350.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,946,False,"{""unresolved_abilities"":1,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
necrozma-dusk-mane,NECROZMA Dusk Mane,,,,,,,,True,True,complete,"[""Psychic"",""Steel""]","{""hp"":10,""attack"":16,""defense"":13,""special_attack"":11,""special_defense"":11,""speed"":8}","{""raw"":""12' 6\"" / 3.8m (Huge)"",""meters"":3.8,""size_class"":""Huge""}","{""raw"":""1014.1 lbs / 460kg (6)"",""kg"":460.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,945,False,"{""unresolved_abilities"":1,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
needlene,Needlene,,,,,,,,True,True,complete,"[""Fairy"",""Steel""]","{""hp"":6,""attack"":9,""defense"":6,""special_attack"":4,""special_defense"":5,""speed"":10}","{""raw"":""1' 0'' / 0,3 m (small)"",""meters"":3.0,""size_class"":""Small""}","{""raw"":""99.2 lbs / 45Kg (3)"",""kg"":45.0,""weight_class"":3}","{""raw"":""100% F"",""female_percent"":100.0,""genderless"":false}","[""Fairy"",""Human""]","[""Urban""]",needlene,1,False,"{""unresolved_abilities"":1,""unresolved_move_references"":4,""unresolved_capabilities"":0}"
nickit,Nickit,,,,,,,,True,True,complete,"[""Dark""]","{""hp"":4,""attack"":3,""defense"":3,""special_attack"":5,""special_defense"":5,""speed"":5}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""19.6 lbs / 8.9kg (1)"",""kg"":8.9,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland"",""Urban""]",gen8,364,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
