national_dex_number,display_name,species_key,generation,types,definition_id,mechanical_completeness,enabled_for_character_creation,source_ids,official_number_status
,Incineroar,incineroar,,"[""Fire"",""Dark""]",incineroar,complete,True,"[""gen8""]",
,Infernape,infernape,,"[""Fire"",""Fighting""]",infernape,complete,True,"[""gen8""]",
,Inkay,inkay,,"[""Dark"",""Psychic""]",inkay,complete,True,"[""gen8""]",
,Inteleon,inteleon,,"[""Water""]",inteleon,complete,True,"[""gen8""]",
,Ivysaur,ivysaur,,"[""Grass"",""Poison""]",ivysaur,complete,True,"[""gen8""]",
,Jangmo-O,jangmoo,,"[""Dragon""]",jangmo-o,complete,True,"[""gen8""]",
,Jellicent,jellicent,,"[""Water"",""Ghost""]",jellicent,complete,True,"[""gen8""]",
,Jigglypuff,jigglypuff,,"[""Normal"",""Fairy""]",jigglypuff,complete,True,"[""gen8""]",
,Jirachi,jirachi,,"[""Steel"",""Psychic""]",jirachi,complete,True,"[""gen8""]",
,Jolteon,jolteon,,"[""Electric""]",jolteon,complete,True,"[""gen8""]",
,Joltik,joltik,,"[""Bug"",""Electric""]",joltik,complete,True,"[""gen8""]",
,Jumpluff,jumpluff,,"[""Grass"",""Flying""]",jumpluff,complete,True,"[""gen8""]",
,Jynx,jynx,,"[""Ice"",""Psychic""]",jynx,complete,True,"[""gen8""]",
,KYUREM Black Fusion Forme,kyuremblackfusionforme,,"[""Dragon"",""Ice""]",kyurem-black-fusion-forme,complete,True,"[""gen8""]",
,KYUREM Normal Forme,kyuremnormalforme,,"[""Dragon"",""Ice""]",kyurem-normal-forme,complete,True,"[""gen8""]",
,KYUREM White Fusion Forme,kyuremwhitefusionforme,,"[""Dragon"",""Ice""]",kyurem-white-fusion-forme,complete,True,"[""gen8""]",
,Kabuto,kabuto,,"[""Rock"",""Water""]",kabuto,complete,True,"[""gen8""]",
,Kabutops,kabutops,,"[""Rock"",""Water""]",kabutops,complete,True,"[""gen8""]",
,Kadabra,kadabra,,"[""Psychic""]",kadabra,complete,True,"[""gen8""]",
,Kakuna,kakuna,,"[""Bug"",""Poison""]",kakuna,complete,True,"[""gen8""]",
,Kangaskhan,kangaskhan,,"[""Normal""]",kangaskhan,complete,True,"[""gen8""]",
,Karrablast,karrablast,,"[""Bug""]",karrablast,complete,True,"[""gen8""]",
,Kartana,kartana,,"[""Grass"",""Steel""]",kartana,complete,True,"[""gen8""]",
,Kecleon,kecleon,,"[""Normal""]",kecleon,complete,True,"[""gen8""]",
,Keldeo,keldeo,,"[""Water"",""Fighting""]",keldeo,complete,True,"[""gen8""]",
,Kingdra,kingdra,,"[""Water"",""Dragon""]",kingdra,complete,True,"[""gen8""]",
,Kingler,kingler,,"[""Water""]",kingler,complete,True,"[""gen8""]",
,Kirlia,kirlia,,"[""Psychic"",""Fairy""]",kirlia,complete,True,"[""gen8""]",
,Klang,klang,,"[""Steel""]",klang,complete,True,"[""gen8""]",
,Klefki,klefki,,"[""Steel"",""Fairy""]",klefki,complete,True,"[""gen8""]",
,Klink,klink,,"[""Steel""]",klink,complete,True,"[""gen8""]",
,Klinklang,klinklang,,"[""Steel""]",klinklang,complete,True,"[""gen8""]",
,Koffing,koffing,,"[""Poison""]",koffing,complete,True,"[""gen8""]",
,Komala,komala,,"[""Normal""]",komala,complete,True,"[""gen8""]",
,Kommo-O,kommoo,,"[""Dragon"",""Fighting""]",kommo-o,complete,True,"[""gen8""]",
,Krabby,krabby,,"[""Water""]",krabby,complete,True,"[""gen8""]",
,Kricketot,kricketot,,"[""Bug""]",kricketot,complete,True,"[""gen8""]",
,Kricketune,kricketune,,"[""Bug""]",kricketune,complete,True,"[""gen8""]",
,Krokorok,krokorok,,"[""Ground"",""Dark""]",krokorok,complete,True,"[""gen8""]",
,Krookodile,krookodile,,"[""Ground"",""Dark""]",krookodile,complete,True,"[""gen8""]",
,Kyogre,kyogre,,"[""Water""]",kyogre,complete,True,"[""gen8""]",
,LANDORUS Incarnate Forme,landorusincarnateforme,,"[""Ground"",""Flying""]",landorus-incarnate-forme,complete,True,"[""gen8""]",
,LANDORUS Therian Forme,landorustherianforme,,"[""Ground"",""Flying""]",landorus-therian-forme,complete,True,"[""gen8""]",
,LINOONE Galar,linoonegalar,,"[""Dark"",""Normal""]",linoone-galar,complete,True,"[""gen8""]",
,LYCANROC Dusk,lycanrocdusk,,"[""Rock""]",lycanroc-dusk,complete,True,"[""gen8""]",
,LYCANROC Midday,lycanrocmidday,,"[""Rock""]",lycanroc-midday,complete,True,"[""gen8""]",
,LYCANROC Midnight,lycanrocmidnight,,"[""Rock""]",lycanroc-midnight,complete,True,"[""gen8""]",
,Lairon,lairon,,"[""Steel"",""Rock""]",lairon,complete,True,"[""gen8""]",
,Lampent,lampent,,"[""Ghost"",""Fire""]",lampent,complete,True,"[""gen8""]",
,Lanturn,lanturn,,"[""Water"",""Electric""]",lanturn,complete,True,"[""gen8""]",
,Lapras,lapras,,"[""Water"",""Ice""]",lapras,complete,True,"[""gen8""]",
,Larvesta,larvesta,,"[""Bug"",""Fire""]",larvesta,complete,True,"[""gen8""]",
,Larvitar,larvitar,,"[""Rock"",""Ground""]",larvitar,complete,True,"[""gen8""]",
,Latias,latias,,"[""Dragon"",""Psychic""]",latias,complete,True,"[""gen8""]",
,Latios,latios,,"[""Dragon"",""Psychic""]",latios,complete,True,"[""gen8""]",
,Leafeon,leafeon,,"[""Grass""]",leafeon,complete,True,"[""gen8""]",
,Leavanny,leavanny,,"[""Bug"",""Grass""]",leavanny,complete,True,"[""gen8""]",
,Ledian,ledian,,"[""Bug"",""Flying""]",ledian,complete,True,"[""gen8""]",
,Ledyba,ledyba,,"[""Bug"",""Flying""]",ledyba,complete,True,"[""gen8""]",
,Lickilicky,lickilicky,,"[""Normal""]",lickilicky,complete,True,"[""gen8""]",
,Lickitung,lickitung,,"[""Normal""]",lickitung,complete,True,"[""gen8""]",
,Liepard,liepard,,"[""Dark""]",liepard,complete,True,"[""gen8""]",
,Lileep,lileep,,"[""Rock"",""Grass""]",lileep,complete,True,"[""gen8""]",
,Lilligant,lilligant,,"[""Grass""]",lilligant,complete,True,"[""gen8""]",
,Lillipup,lillipup,,"[""Normal""]",lillipup,complete,True,"[""gen8""]",
,Linoone,linoone,,"[""Normal""]",linoone,complete,True,"[""gen8""]",
,Litleo,litleo,,"[""Fire"",""Normal""]",litleo,complete,True,"[""gen8""]",
,Litten,litten,,"[""Fire""]",litten,complete,True,"[""gen8""]",
,Litwick,litwick,,"[""Ghost"",""Fire""]",litwick,complete,True,"[""gen8""]",
,Lombre,lombre,,"[""Water"",""Grass""]",lombre,complete,True,"[""gen8""]",
,Lopunny,lopunny,,"[""Normal""]",lopunny,complete,True,"[""gen8""]",
,Lotad,lotad,,"[""Water"",""Grass""]",lotad,complete,True,"[""gen8""]",
,Loudred,loudred,,"[""Normal""]",loudred,complete,True,"[""gen8""]",
,Lucario,lucario,,"[""Fighting"",""Steel""]",lucario,complete,True,"[""gen8""]",
,Ludicolo,ludicolo,,"[""Water"",""Grass""]",ludicolo,complete,True,"[""gen8""]",
,Lugia,lugia,,"[""Psychic"",""Flying""]",lugia,complete,True,"[""gen8""]",
,Lumineon,lumineon,,"[""Water""]",lumineon,complete,True,"[""gen8""]",
,Lunala,lunala,,"[""Psychic"",""Ghost""]",lunala,complete,True,"[""gen8""]",
,Lunatone,lunatone,,"[""Rock"",""Psychic""]",lunatone,complete,True,"[""gen8""]",
,Lurantis,lurantis,,"[""Grass""]",lurantis,complete,True,"[""gen8""]",
,Luvdisc,luvdisc,,"[""Water""]",luvdisc,complete,True,"[""gen8""]",
,Luxio,luxio,,"[""Electric""]",luxio,complete,True,"[""gen8""]",
,Luxray,luxray,,"[""Electric""]",luxray,complete,True,"[""gen8""]",
,MAROWAK Alola,marowakalola,,"[""Fire"",""Ghost""]",marowak-alola,complete,True,"[""gen8""]",
,MELOETTA Aria Forme,meloettaariaforme,,"[""Normal"",""Psychic""]",meloetta-aria-forme,complete,True,"[""gen8""]",
,MELOETTA Step Forme,meloettastepforme,,"[""Normal"",""Fighting""]",meloetta-step-forme,complete,True,"[""gen8""]",
,MEOWSTIC (F),meowsticf,,"[""Psychic""]",meowstic-f,complete,True,"[""gen8""]",
,MEOWSTIC (M),meowsticm,,"[""Psychic""]",meowstic-m,complete,True,"[""gen8""]",
,MEOWTH Alola,meowthalola,,"[""Dark""]",meowth-alola,complete,True,"[""gen8""]",
,MEOWTH Galar,meowthgalar,,"[""Steel""]",meowth-galar,complete,True,"[""gen8""]",
,MINIOR Core,miniorcore,,"[""Rock"",""Flying""]",minior-core,complete,True,"[""gen8""]",
,MINIOR Meteor,miniormeteor,,"[""Rock"",""Flying""]",minior-meteor,complete,True,"[""gen8""]",
,MR. MIME Galar,mrmimegalar,,"[""Ice"",""Psychic""]",mr-mime-galar,complete,True,"[""gen8""]",
,MUK Alola,mukalola,,"[""Poison"",""Dark""]",muk-alola,complete,True,"[""gen8""]",
,Machamp,machamp,,"[""Fighting""]",machamp,complete,True,"[""gen8""]",
,Machoke,machoke,,"[""Fighting""]",machoke,complete,True,"[""gen8""]",
,Machop,machop,,"[""Fighting""]",machop,complete,True,"[""gen8""]",
,Magby,magby,,"[""Fire""]",magby,complete,True,"[""gen8""]",
,Magcargo,magcargo,,"[""Fire"",""Rock""]",magcargo,complete,True,"[""gen8""]",
,Magearna,magearna,,"[""Steel"",""Fairy""]",magearna,complete,True,"[""gen8""]",
,Magikarp,magikarp,,"[""Water""]",magikarp,complete,True,"[""gen8""]",
,Magmar,magmar,,"[""Fire""]",magmar,complete,True,"[""gen8""]",
,Magmortar,magmortar,,"[""Fire""]",magmortar,complete,True,"[""gen8""]",
,Magnemite,magnemite,,"[""Electric"",""Steel""]",magnemite,complete,True,"[""gen8""]",
,Magneton,magneton,,"[""Electric"",""Steel""]",magneton,complete,True,"[""gen8""]",
,Magnezone,magnezone,,"[""Electric"",""Steel""]",magnezone,complete,True,"[""gen8""]",
,Makuhita,makuhita,,"[""Fighting""]",makuhita,complete,True,"[""gen8""]",
,Malamar,malamar,,"[""Dark"",""Psychic""]",malamar,complete,True,"[""gen8""]",
,Mamoswine,mamoswine,,"[""Ice"",""Ground""]",mamoswine,complete,True,"[""gen8""]",
,Manaphy,manaphy,,"[""Water""]",manaphy,complete,True,"[""gen8""]",
,Mandibuzz,mandibuzz,,"[""Dark"",""Flying""]",mandibuzz,complete,True,"[""gen8""]",
,Manectric,manectric,,"[""Electric""]",manectric,complete,True,"[""gen8""]",
,Mankey,mankey,,"[""Fighting""]",mankey,complete,True,"[""gen8""]",
,Mantine,mantine,,"[""Water"",""Flying""]",mantine,complete,True,"[""gen8""]",
,Mantyke,mantyke,,"[""Water"",""Flying""]",mantyke,complete,True,"[""gen8""]",
,Maractus,maractus,,"[""Grass""]",maractus,complete,True,"[""gen8""]",
,Mareanie,mareanie,,"[""Poison"",""Water""]",mareanie,complete,True,"[""gen8""]",
,Mareep,mareep,,"[""Electric""]",mareep,complete,True,"[""gen8""]",
,Marill,marill,,"[""Water"",""Fairy""]",marill,complete,True,"[""gen8""]",
,Marowak,marowak,,"[""Ground""]",marowak,complete,True,"[""gen8""]",
,Marshadow,marshadow,,"[""Fighting"",""Ghost""]",marshadow,complete,True,"[""gen8""]",
,Marshtomp,marshtomp,,"[""Water"",""Ground""]",marshtomp,complete,True,"[""gen8""]",
,Masquerain,masquerain,,"[""Bug"",""Flying""]",masquerain,complete,True,"[""gen8""]",
,Mawile,mawile,,"[""Steel"",""Fairy""]",mawile,complete,True,"[""gen8""]",
,Medicham,medicham,,"[""Fighting"",""Psychic""]",medicham,complete,True,"[""gen8""]",
,Meditite,meditite,,"[""Fighting"",""Psychic""]",meditite,complete,True,"[""gen8""]",
,Meganium,meganium,,"[""Grass""]",meganium,complete,True,"[""gen8""]",
,Melmetal,melmetal,,"[""Steel""]",melmetal,complete,True,"[""gen8""]",
,Meltan,meltan,,"[""Steel""]",meltan,complete,True,"[""gen8""]",
,Meowth,meowth,,"[""Normal""]",meowth,complete,True,"[""gen8""]",
,Mesprit,mesprit,,"[""Psychic""]",mesprit,complete,True,"[""gen8""]",
,Metagross,metagross,,"[""Steel"",""Psychic""]",metagross,complete,True,"[""gen8""]",
,Metang,metang,,"[""Steel"",""Psychic""]",metang,complete,True,"[""gen8""]",
,Metapod,metapod,,"[""Bug""]",metapod,complete,True,"[""gen8""]",
,Mew,mew,,"[""Psychic""]",mew,complete,True,"[""gen8""]",
,Mewtwo,mewtwo,,"[""Psychic""]",mewtwo,complete,True,"[""gen8""]",
,Mienfoo,mienfoo,,"[""Fighting""]",mienfoo,complete,True,"[""gen8""]",
,Mienshao,mienshao,,"[""Fighting""]",mienshao,complete,True,"[""gen8""]",
,Mightyena,mightyena,,"[""Dark""]",mightyena,complete,True,"[""gen8""]",
,Milcery,milcery,,"[""Fairy""]",milcery,complete,True,"[""gen8""]",
,Milotic,milotic,,"[""Water""]",milotic,complete,True,"[""gen8""]",
,Miltank,miltank,,"[""Normal""]",miltank,complete,True,"[""gen8""]",
,Mime Jr.,mimejr,,"[""Psychic"",""Fairy""]",mime-jr,complete,True,"[""gen8""]",
,Mimikyu,mimikyu,,"[""Ghost"",""Fairy""]",mimikyu,complete,True,"[""gen8""]",
,Minccino,minccino,,"[""Normal""]",minccino,complete,True,"[""gen8""]",
,Minun,minun,,"[""Electric""]",minun,complete,True,"[""gen8""]",
,Misdreavus,misdreavus,,"[""Ghost""]",misdreavus,complete,True,"[""gen8""]",
,Mismagius,mismagius,,"[""Ghost""]",mismagius,complete,True,"[""gen8""]",
,Moltres,moltres,,"[""Fire"",""Flying""]",moltres,complete,True,"[""gen8""]",
,Monferno,monferno,,"[""Fire"",""Fighting""]",monferno,complete,True,"[""gen8""]",
,Morelull,morelull,,"[""Grass"",""Fairy""]",morelull,complete,True,"[""gen8""]",
,Morgrem,morgrem,,"[""Dark"",""Fairy""]",morgrem,complete,True,"[""gen8""]",
,Morpeko,morpeko,,"[""Electric"",""Dark""]",morpeko,complete,True,"[""gen8""]",
,Mothim,mothim,,"[""Bug"",""Flying""]",mothim,complete,True,"[""gen8""]",
,Mr. Mime,mrmime,,"[""Psychic"",""Fairy""]",mr-mime,complete,True,"[""gen8""]",
,Mr. Rime,mrrime,,"[""Ice"",""Psychic""]",mr-rime,complete,True,"[""gen8""]",
,Mudbray,mudbray,,"[""Ground""]",mudbray,complete,True,"[""gen8""]",
,Mudkip,mudkip,,"[""Water""]",mudkip,complete,True,"[""gen8""]",
,Mudsdale,mudsdale,,"[""Ground""]",mudsdale,complete,True,"[""gen8""]",
,Muk,muk,,"[""Poison""]",muk,complete,True,"[""gen8""]",
,Munchlax,munchlax,,"[""Normal""]",munchlax,complete,True,"[""gen8""]",
,Munna,munna,,"[""Psychic""]",munna,complete,True,"[""gen8""]",
,Murkrow,murkrow,,"[""Dark"",""Flying""]",murkrow,complete,True,"[""gen8""]",
,Musharna,musharna,,"[""Psychic""]",musharna,complete,True,"[""gen8""]",
,NECROZMA Dawn Wings,necrozmadawnwings,,"[""Psychic"",""Ghost""]",necrozma-dawn-wings,complete,True,"[""gen8""]",
,NECROZMA Dusk Mane,necrozmaduskmane,,"[""Psychic"",""Steel""]",necrozma-dusk-mane,complete,True,"[""gen8""]",
,NIDORAN (F),nidoranf,,"[""Poison""]",nidoran-f,complete,True,"[""gen8""]",
,NIDORAN (M),nidoranm,,"[""Poison""]",nidoran-m,complete,True,"[""gen8""]",
,NINETALES Alola,ninetalesalola,,"[""Ice"",""Fairy""]",ninetales-alola,complete,True,"[""gen8""]",
,Naganadel,naganadel,,"[""Poison"",""Dragon""]",naganadel,complete,True,"[""gen8""]",
,Natu,natu,,"[""Psychic"",""Flying""]",natu,complete,True,"[""gen8""]",
,Necrozma,necrozma,,"[""Psychic""]",necrozma,complete,True,"[""gen8""]",
,Nickit,nickit,,"[""Dark""]",nickit,complete,True,"[""gen8""]",
,Nidoking,nidoking,,"[""Poison"",""Ground""]",nidoking,complete,True,"[""gen8""]",
,Nidoqueen,nidoqueen,,"[""Poison"",""Ground""]",nidoqueen,complete,True,"[""gen8""]",
,Nidorina,nidorina,,"[""Poison""]",nidorina,complete,True,"[""gen8""]",
,Nidorino,nidorino,,"[""Poison""]",nidorino,complete,True,"[""gen8""]",
,Nihilego,nihilego,,"[""Rock"",""Poison""]",nihilego,complete,True,"[""gen8""]",
,Nincada,nincada,,"[""Bug"",""Ground""]",nincada,complete,True,"[""gen8""]",
,Ninetales,ninetales,,"[""Fire""]",ninetales,complete,True,"[""gen8""]",
,Ninjask,ninjask,,"[""Bug"",""Flying""]",ninjask,complete,True,"[""gen8""]",
,Noctowl,noctowl,,"[""Normal"",""Flying""]",noctowl,complete,True,"[""gen8""]",
,Noibat,noibat,,"[""Flying"",""Dragon""]",noibat,complete,True,"[""gen8""]",
,Noivern,noivern,,"[""Flying"",""Dragon""]",noivern,complete,True,"[""gen8""]",
,Nosepass,nosepass,,"[""Rock""]",nosepass,complete,True,"[""gen8""]",
,Numel,numel,,"[""Fire"",""Ground""]",numel,complete,True,"[""gen8""]",
,Nuzleaf,nuzleaf,,"[""Grass"",""Dark""]",nuzleaf,complete,True,"[""gen8""]",
,Obstagoon,obstagoon,,"[""Dark"",""Normal""]",obstagoon,complete,True,"[""gen8""]",
,Octillery,octillery,,"[""Water""]",octillery,complete,True,"[""gen8""]",
,Oddish,oddish,,"[""Grass"",""Poison""]",oddish,complete,True,"[""gen8""]",
,Omanyte,omanyte,,"[""Rock"",""Water""]",omanyte,complete,True,"[""gen8""]",
,Omastar,omastar,,"[""Rock"",""Water""]",omastar,complete,True,"[""gen8""]",
,Onix,onix,,"[""Rock"",""Ground""]",onix,complete,True,"[""gen8""]",
,Oranguru,oranguru,,"[""Normal"",""Psychic""]",oranguru,complete,True,"[""gen8""]",
,Orbeetle,orbeetle,,"[""Bug"",""Psychic""]",orbeetle,complete,True,"[""gen8""]",
,Oricorio,oricorio,,"[""Special"",""Flying (see Nectar Dancer)""]",oricorio,complete,True,"[""gen8""]",
,Oshawott,oshawott,,"[""Water""]",oshawott,complete,True,"[""gen8""]",
,PERSIAN Alola,persianalola,,"[""Dark""]",persian-alola,complete,True,"[""gen8""]",
,PONYTA Galar,ponytagalar,,"[""Psychic""]",ponyta-galar,complete,True,"[""gen8""]",
,Pachirisu,pachirisu,,"[""Electric""]",pachirisu,complete,True,"[""gen8""]",
,Palkia,palkia,,"[""Water"",""Dragon""]",palkia,complete,True,"[""gen8""]",
,Palossand,palossand,,"[""Ghost"",""Ground""]",palossand,complete,True,"[""gen8""]",
,Palpitoad,palpitoad,,"[""Water"",""Ground""]",palpitoad,complete,True,"[""gen8""]",
,Pancham,pancham,,"[""Fighting""]",pancham,complete,True,"[""gen8""]",
,Pangoro,pangoro,,"[""Fighting"",""Dark""]",pangoro,complete,True,"[""gen8""]",
,Panpour,panpour,,"[""Water""]",panpour,complete,True,"[""gen8""]",
,Pansage,pansage,,"[""Grass""]",pansage,complete,True,"[""gen8""]",
,Pansear,pansear,,"[""Fire""]",pansear,complete,True,"[""gen8""]",
,Paras,paras,,"[""Bug"",""Grass""]",paras,complete,True,"[""gen8""]",
,Parasect,parasect,,"[""Bug"",""Grass""]",parasect,complete,True,"[""gen8""]",
,Passimian,passimian,,"[""Fighting""]",passimian,complete,True,"[""gen8""]",
,Patrat,patrat,,"[""Normal""]",patrat,complete,True,"[""gen8""]",
,Pawniard,pawniard,,"[""Dark"",""Steel""]",pawniard,complete,True,"[""gen8""]",
,Pelipper,pelipper,,"[""Water"",""Flying""]",pelipper,complete,True,"[""gen8""]",
,Perrserker,perrserker,,"[""Steel""]",perrserker,complete,True,"[""gen8""]",
,Persian,persian,,"[""Normal""]",persian,complete,True,"[""gen8""]",
,Petilil,petilil,,"[""Grass""]",petilil,complete,True,"[""gen8""]",
,Phanpy,phanpy,,"[""Ground""]",phanpy,complete,True,"[""gen8""]",
,Phantump,phantump,,"[""Ghost"",""Grass""]",phantump,complete,True,"[""gen8""]",
,Pheromosa,pheromosa,,"[""Bug"",""Fighting""]",pheromosa,complete,True,"[""gen8""]",
,Phione,phione,,"[""Water""]",phione,complete,True,"[""gen8""]",
,Pichu,pichu,,"[""Electric""]",pichu,complete,True,"[""gen8""]",
,Pidgeot,pidgeot,,"[""Normal"",""Flying""]",pidgeot,complete,True,"[""gen8""]",
,Pidgeotto,pidgeotto,,"[""Normal"",""Flying""]",pidgeotto,complete,True,"[""gen8""]",
,Pidgey,pidgey,,"[""Normal"",""Flying""]",pidgey,complete,True,"[""gen8""]",
,Pidove,pidove,,"[""Normal"",""Flying""]",pidove,complete,True,"[""gen8""]",
,Pignite,pignite,,"[""Fire"",""Fighting""]",pignite,complete,True,"[""gen8""]",
,Pikachu,pikachu,,"[""Electric""]",pikachu,complete,True,"[""gen8""]",
,Pikipek,pikipek,,"[""Normal"",""Flying""]",pikipek,complete,True,"[""gen8""]",
,Piloswine,piloswine,,"[""Ice"",""Ground""]",piloswine,complete,True,"[""gen8""]",
,Pincurchin,pincurchin,,"[""Electric""]",pincurchin,complete,True,"[""gen8""]",
,Pineco,pineco,,"[""Bug""]",pineco,complete,True,"[""gen8""]",
,Pinsir,pinsir,,"[""Bug""]",pinsir,complete,True,"[""gen8""]",
,Piplup,piplup,,"[""Water""]",piplup,complete,True,"[""gen8""]",
,Plusle,plusle,,"[""Electric""]",plusle,complete,True,"[""gen8""]",
,Poipole,poipole,,"[""Poison""]",poipole,complete,True,"[""gen8""]",
,Politoed,politoed,,"[""Water""]",politoed,complete,True,"[""gen8""]",
,Poliwag,poliwag,,"[""Water""]",poliwag,complete,True,"[""gen8""]",
,Poliwhirl,poliwhirl,,"[""Water""]",poliwhirl,complete,True,"[""gen8""]",
,Poliwrath,poliwrath,,"[""Water"",""Fighting""]",poliwrath,complete,True,"[""gen8""]",
,Polteageist,polteageist,,"[""Ghost""]",polteageist,complete,True,"[""gen8""]",
,Pombon,pombon,10,"[""Fire""]",pombon,external_stub,False,"[""pokemon_winds_waves"",""bulbapedia_natdex_2026""]",unassigned_announced_species
,Ponyta,ponyta,,"[""Fire""]",ponyta,complete,True,"[""gen8""]",
,Poochyena,poochyena,,"[""Dark""]",poochyena,complete,True,"[""gen8""]",
,Popplio,popplio,,"[""Water""]",popplio,complete,True,"[""gen8""]",
,Porygon,porygon,,"[""Normal""]",porygon,complete,True,"[""gen8""]",
,Porygon-Z,porygonz,,"[""Normal""]",porygon-z,complete,True,"[""gen8""]",
,Porygon2,porygon2,,"[""Normal""]",porygon2,complete,True,"[""gen8""]",
,Primarina,primarina,,"[""Water"",""Fairy""]",primarina,complete,True,"[""gen8""]",
,Primeape,primeape,,"[""Fighting""]",primeape,complete,True,"[""gen8""]",
,Prinplup,prinplup,,"[""Water""]",prinplup,complete,True,"[""gen8""]",
,Probopass,probopass,,"[""Rock"",""Steel""]",probopass,complete,True,"[""gen8""]",
,Psyduck,psyduck,,"[""Water""]",psyduck,complete,True,"[""gen8""]",
,Pumpkaboo,pumpkaboo,,"[""Ghost"",""Grass""]",pumpkaboo,complete,True,"[""gen8""]",
,Pupitar,pupitar,,"[""Rock"",""Ground""]",pupitar,complete,True,"[""gen8""]",
,Purrloin,purrloin,,"[""Dark""]",purrloin,complete,True,"[""gen8""]",
,Purugly,purugly,,"[""Normal""]",purugly,complete,True,"[""gen8""]",
,Pyroar,pyroar,,"[""Fire"",""Normal""]",pyroar,complete,True,"[""gen8""]",
,Pyukumuku,pyukumuku,,"[""Water""]",pyukumuku,complete,True,"[""gen8""]",
,Quagsire,quagsire,,"[""Water"",""Ground""]",quagsire,complete,True,"[""gen8""]",
,Quilava,quilava,,"[""Fire""]",quilava,complete,True,"[""gen8""]",
,Quilladin,quilladin,,"[""Grass""]",quilladin,complete,True,"[""gen8""]",
,Qwilfish,qwilfish,,"[""Water"",""Poison""]",qwilfish,complete,True,"[""gen8""]",
,RAICHU Alola,raichualola,,"[""Electric"",""Psychic""]",raichu-alola,complete,True,"[""gen8""]",
,RAPIDASH Galar,rapidashgalar,,"[""Psychic"",""Fairy""]",rapidash-galar,complete,True,"[""gen8""]",
,RATICATE Alola,raticatealola,,"[""Dark"",""Normal""]",raticate-alola,complete,True,"[""gen8""]",
,RATTATA Alola,rattataalola,,"[""Dark"",""Normal""]",rattata-alola,complete,True,"[""gen8""]",
,ROTOM Normal Form,rotomnormalform,,"[""Electric"",""Ghost""]",rotom-normal-form,complete,True,"[""gen8""]",
,Raboot,raboot,,"[""Fire""]",raboot,complete,True,"[""gen8""]",
,Raichu,raichu,,"[""Electric""]",raichu,complete,True,"[""gen8""]",
,Raikou,raikou,,"[""Electric""]",raikou,complete,True,"[""gen8""]",
,Ralts,ralts,,"[""Psychic"",""Fairy""]",ralts,complete,True,"[""gen8""]",
,Rampardos,rampardos,,"[""Rock""]",rampardos,complete,True,"[""gen8""]",
,Rapidash,rapidash,,"[""Fire""]",rapidash,complete,True,"[""gen8""]",
,Raticate,raticate,,"[""Normal""]",raticate,complete,True,"[""gen8""]",
,Rattata,rattata,,"[""Normal""]",rattata,complete,True,"[""gen8""]",
,Rayquaza,rayquaza,,"[""Dragon"",""Flying""]",rayquaza,complete,True,"[""gen8""]",
,Regice,regice,,"[""Ice""]",regice,complete,True,"[""gen8""]",
,Regigigas,regigigas,,"[""Normal""]",regigigas,complete,True,"[""gen8""]",
,Regirock,regirock,,"[""Rock""]",regirock,complete,True,"[""gen8""]",
,Registeel,registeel,,"[""Steel""]",registeel,complete,True,"[""gen8""]",
,Relicanth,relicanth,,"[""Water"",""Rock""]",relicanth,complete,True,"[""gen8""]",
,Remoraid,remoraid,,"[""Water""]",remoraid,complete,True,"[""gen8""]",
,Reshiram,reshiram,,"[""Dragon"",""Fire""]",reshiram,complete,True,"[""gen8""]",
,Reuniclus,reuniclus,,"[""Psychic""]",reuniclus,complete,True,"[""gen8""]",
,Rhydon,rhydon,,"[""Ground"",""Rock""]",rhydon,complete,True,"[""gen8""]",
,Rhyhorn,rhyhorn,,"[""Ground"",""Rock""]",rhyhorn,complete,True,"[""gen8""]",
,Rhyperior,rhyperior,,"[""Ground"",""Rock""]",rhyperior,complete,True,"[""gen8""]",
,Ribombee,ribombee,,"[""Bug"",""Fairy""]",ribombee,complete,True,"[""gen8""]",
,Rillaboom,rillaboom,,"[""Grass""]",rillaboom,complete,True,"[""gen8""]",
,Riolu,riolu,,"[""Fighting""]",riolu,complete,True,"[""gen8""]",
,Rockruff,rockruff,,"[""Rock""]",rockruff,complete,True,"[""gen8""]",
,Roggenrola,roggenrola,,"[""Rock""]",roggenrola,complete,True,"[""gen8""]",
,Rolycoly,rolycoly,,"[""Rock""]",rolycoly,complete,True,"[""gen8""]",
,Rookidee,rookidee,,"[""Flying""]",rookidee,complete,True,"[""gen8""]",
,Roselia,roselia,,"[""Grass"",""Poison""]",roselia,complete,True,"[""gen8""]",
,Roserade,roserade,,"[""Grass"",""Poison""]",roserade,complete,True,"[""gen8""]",
,Rowlet,rowlet,,"[""Grass"",""Flying""]",rowlet,complete,True,"[""gen8""]",
,Rufflet,rufflet,,"[""Normal"",""Flying""]",rufflet,complete,True,"[""gen8""]",
,Runerigus,runerigus,,"[""Ground"",""Ghost""]",runerigus,complete,True,"[""gen8""]",
,SANDSHREW Alola,sandshrewalola,,"[""Ice"",""Steel""]",sandshrew-alola,complete,True,"[""gen8""]",
,SANDSLASH Alola,sandslashalola,,"[""Ice"",""Steel""]",sandslash-alola,complete,True,"[""gen8""]",
,SHAYMIN Land Forme,shayminlandforme,,"[""Grass""]",shaymin-land-forme,complete,True,"[""gen8""]",
